trajectory_id,split
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-10-45__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-35-07__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_00-59-28__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__41,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__42,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__43,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__44,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__45,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_01-48-47__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/random_experts/erdos-renyi/wR_L/false_7/2026-01-17_02-13-16__20,train
